,date,Province_State,Confirmed,Deaths,Recovered,Active
1549,2020-04-07,New York,139875,5489.0,0.0,134386.0
1550,2020-04-07,North Carolina,3299,53.0,0.0,3246.0
1551,2020-04-07,North Dakota,237,4.0,0.0,233.0
1552,2020-04-07,Northern Mariana Islands,8,2.0,0.0,6.0
1553,2020-04-07,Ohio,4782,167.0,0.0,4615.0
1554,2020-04-07,Oklahoma,1474,67.0,0.0,1407.0
1555,2020-04-07,Oregon,1132,29.0,0.0,1103.0
1556,2020-04-07,Pennsylvania,14853,247.0,0.0,14606.0
1557,2020-04-07,Puerto Rico,573,23.0,0.0,550.0
1558,2020-04-07,Recovered,0,0.0,21763.0,-21763.0
1559,2020-04-07,Rhode Island,1229,30.0,0.0,1199.0
1560,2020-04-07,South Carolina,2417,51.0,0.0,2366.0
1561,2020-04-07,South Dakota,320,6.0,0.0,314.0
1562,2020-04-07,Tennessee,4139,72.0,0.0,4067.0
1563,2020-04-07,Texas,8925,160.0,0.0,8765.0
1564,2020-04-07,Utah,1746,13.0,0.0,1733.0
1565,2020-04-07,Vermont,575,23.0,0.0,552.0
1566,2020-04-07,Virgin Islands,43,1.0,0.0,42.0
1567,2020-04-07,Virginia,3335,66.0,0.0,3269.0
1568,2020-04-07,Washington,8692,400.0,0.0,8292.0
1569,2020-04-07,West Virginia,412,4.0,0.0,408.0
1570,2020-04-07,Wisconsin,2578,92.0,0.0,2486.0
1571,2020-04-07,Wyoming,216,0.0,0.0,216.0
1572,2020-04-08,Alabama,2328,66.0,0.0,2262.0
1573,2020-04-08,Alaska,226,7.0,0.0,219.0
1574,2020-04-08,Arizona,3036,80.0,0.0,2956.0
1575,2020-04-08,Arkansas,1000,18.0,0.0,982.0
1576,2020-04-08,California,18897,495.0,0.0,18402.0
1577,2020-04-08,Colorado,5655,193.0,0.0,5462.0
1578,2020-04-08,Connecticut,7781,326.0,0.0,7455.0
1579,2020-04-08,Delaware,1116,19.0,0.0,1097.0
1580,2020-04-08,District of Columbia,1440,27.0,0.0,1413.0
1581,2020-04-08,Florida,15456,309.0,0.0,15147.0
1582,2020-04-08,Georgia,9901,362.0,0.0,9539.0
1583,2020-04-08,Grand Princess,103,3.0,0.0,100.0
1584,2020-04-08,Guam,121,4.0,0.0,117.0
1585,2020-04-08,Hawaii,410,5.0,0.0,405.0
1586,2020-04-08,Idaho,1210,15.0,0.0,1195.0
1587,2020-04-08,Illinois,15078,462.0,0.0,14616.0
1588,2020-04-08,Indiana,5943,203.0,0.0,5740.0
1589,2020-04-08,Iowa,1145,27.0,0.0,1118.0
1590,2020-04-08,Kansas,1046,34.0,0.0,1012.0
1591,2020-04-08,Kentucky,1149,65.0,0.0,1084.0
1592,2020-04-08,Louisiana,17030,652.0,0.0,16378.0
1593,2020-04-08,Maine,537,14.0,0.0,523.0
1594,2020-04-08,Maryland,5529,124.0,0.0,5405.0
1595,2020-04-08,Massachusetts,16790,433.0,0.0,16357.0
1596,2020-04-08,Michigan,20346,959.0,0.0,19387.0
1597,2020-04-08,Minnesota,1154,39.0,0.0,1115.0
1598,2020-04-08,Mississippi,2003,67.0,0.0,1936.0
1599,2020-04-08,Missouri,3209,86.0,0.0,3123.0
1600,2020-04-08,Montana,332,6.0,0.0,326.0
1601,2020-04-08,Nebraska,519,12.0,0.0,507.0
1602,2020-04-08,Nevada,2259,72.0,0.0,2187.0
1603,2020-04-08,New Hampshire,747,13.0,0.0,734.0
1604,2020-04-08,New Jersey,47437,1504.0,0.0,45933.0
1605,2020-04-08,New Mexico,902,13.0,0.0,889.0
1606,2020-04-08,New York,151061,6268.0,0.0,144793.0
1607,2020-04-08,North Carolina,3499,66.0,0.0,3433.0
1608,2020-04-08,North Dakota,251,4.0,0.0,247.0
1609,2020-04-08,Northern Mariana Islands,11,2.0,0.0,9.0
1610,2020-04-08,Ohio,5148,193.0,0.0,4955.0
1611,2020-04-08,Oklahoma,1526,79.0,0.0,1447.0
1612,2020-04-08,Oregon,1181,33.0,0.0,1148.0
1613,2020-04-08,Pennsylvania,16631,318.0,0.0,16313.0
1614,2020-04-08,Puerto Rico,620,24.0,0.0,596.0
1615,2020-04-08,Recovered,0,0.0,23559.0,-23559.0
1616,2020-04-08,Rhode Island,1450,35.0,0.0,1415.0
1617,2020-04-08,South Carolina,2417,51.0,0.0,2366.0
1618,2020-04-08,South Dakota,393,6.0,0.0,387.0
1619,2020-04-08,Tennessee,4363,80.0,0.0,4283.0
1620,2020-04-08,Texas,9777,189.0,0.0,9588.0
1621,2020-04-08,Utah,1855,13.0,0.0,1842.0
1622,2020-04-08,Vermont,605,23.0,0.0,582.0
1623,2020-04-08,Virgin Islands,45,1.0,0.0,44.0
1624,2020-04-08,Virginia,3645,66.0,0.0,3579.0
1625,2020-04-08,Washington,9276,426.0,0.0,8850.0
1626,2020-04-08,West Virginia,483,4.0,0.0,479.0
1627,2020-04-08,Wisconsin,2710,100.0,0.0,2610.0
1628,2020-04-08,Wyoming,221,0.0,0.0,221.0
1629,2020-04-09,Alabama,2703,70.0,0.0,2633.0
1630,2020-04-09,Alaska,235,7.0,0.0,228.0
1631,2020-04-09,Arizona,3018,89.0,0.0,2929.0
1632,2020-04-09,Arkansas,1119,21.0,0.0,1098.0
1633,2020-04-09,California,19710,544.0,0.0,19166.0
1634,2020-04-09,Colorado,5655,193.0,0.0,5462.0
1635,2020-04-09,Connecticut,9784,380.0,0.0,9404.0
1636,2020-04-09,Delaware,1209,23.0,0.0,1186.0
1637,2020-04-09,District of Columbia,1523,32.0,0.0,1491.0
1638,2020-04-09,Florida,16364,354.0,0.0,16010.0
1639,2020-04-09,Georgia,10566,379.0,0.0,10187.0
1640,2020-04-09,Grand Princess,103,3.0,0.0,100.0
1641,2020-04-09,Guam,128,4.0,0.0,124.0
1642,2020-04-09,Hawaii,442,6.0,0.0,436.0
1643,2020-04-09,Idaho,1232,18.0,0.0,1214.0
1644,2020-04-09,Illinois,15079,462.0,0.0,14617.0
1645,2020-04-09,Indiana,6351,245.0,0.0,6106.0
1646,2020-04-09,Iowa,1270,29.0,0.0,1241.0
1647,2020-04-09,Kansas,1116,42.0,0.0,1074.0
1648,2020-04-09,Kentucky,1341,73.0,0.0,1268.0
1649,2020-04-09,Louisiana,18283,702.0,0.0,17581.0
1650,2020-04-09,Maine,560,16.0,0.0,544.0
1651,2020-04-09,Maryland,6185,138.0,0.0,6047.0
1652,2020-04-09,Massachusetts,18941,503.0,0.0,18438.0
1653,2020-04-09,Michigan,21504,1076.0,0.0,20428.0
1654,2020-04-09,Minnesota,1240,50.0,0.0,1190.0
1655,2020-04-09,Mississippi,2260,76.0,0.0,2184.0
1656,2020-04-09,Missouri,3432,93.0,0.0,3339.0
1657,2020-04-09,Montana,354,6.0,0.0,348.0
1658,2020-04-09,Nebraska,568,14.0,0.0,554.0
1659,2020-04-09,Nevada,2456,81.0,0.0,2375.0
1660,2020-04-09,New Hampshire,819,21.0,0.0,798.0
1661,2020-04-09,New Jersey,51027,1709.0,0.0,49318.0
1662,2020-04-09,New Mexico,865,16.0,0.0,849.0
1663,2020-04-09,New York,161779,7067.0,0.0,154712.0
1664,2020-04-09,North Carolina,3736,76.0,0.0,3660.0
1665,2020-04-09,North Dakota,269,5.0,0.0,264.0
1666,2020-04-09,Northern Mariana Islands,11,2.0,0.0,9.0
1667,2020-04-09,Ohio,5512,213.0,0.0,5299.0
1668,2020-04-09,Oklahoma,1686,80.0,0.0,1606.0
1669,2020-04-09,Oregon,1321,44.0,0.0,1277.0
1670,2020-04-09,Pennsylvania,18300,345.0,0.0,17955.0
1671,2020-04-09,Puerto Rico,683,33.0,0.0,650.0
1672,2020-04-09,Recovered,0,0.0,25410.0,-25410.0
1673,2020-04-09,Rhode Island,1727,43.0,0.0,1684.0
1674,2020-04-09,South Carolina,2793,67.0,0.0,2726.0
1675,2020-04-09,South Dakota,447,6.0,0.0,441.0
1676,2020-04-09,Tennessee,4634,94.0,0.0,4540.0
1677,2020-04-09,Texas,11208,210.0,0.0,10998.0
1678,2020-04-09,Utah,1856,13.0,0.0,1843.0
1679,2020-04-09,Vermont,628,23.0,0.0,605.0
1680,2020-04-09,Virgin Islands,45,1.0,0.0,44.0
1681,2020-04-09,Virginia,4042,109.0,0.0,3933.0
1682,2020-04-09,Washington,9639,456.0,0.0,9183.0
1683,2020-04-09,West Virginia,514,5.0,0.0,509.0
1684,2020-04-09,Wisconsin,2886,111.0,0.0,2775.0
1685,2020-04-09,Wyoming,230,0.0,0.0,230.0
1686,2020-04-10,Alabama,2947,80.0,0.0,2867.0
1687,2020-04-10,Alaska,246,7.0,0.0,239.0
1688,2020-04-10,Arizona,3112,97.0,0.0,3015.0
1689,2020-04-10,Arkansas,1171,21.0,0.0,1150.0
1690,2020-04-10,California,21081,583.0,0.0,20498.0
1691,2020-04-10,Colorado,6202,226.0,0.0,5976.0
1692,2020-04-10,Connecticut,10538,448.0,0.0,10090.0
1693,2020-04-10,Delaware,1326,32.0,0.0,1294.0
1694,2020-04-10,District of Columbia,1660,38.0,0.0,1622.0
1695,2020-04-10,Florida,17531,390.0,0.0,17141.0
1696,2020-04-10,Georgia,11485,416.0,0.0,11069.0
1697,2020-04-10,Grand Princess,103,3.0,0.0,100.0
1698,2020-04-10,Guam,130,4.0,0.0,126.0
1699,2020-04-10,Hawaii,442,6.0,0.0,436.0
1700,2020-04-10,Idaho,1354,24.0,0.0,1330.0
1701,2020-04-10,Illinois,17887,597.0,0.0,17290.0
1702,2020-04-10,Indiana,6907,300.0,0.0,6607.0
1703,2020-04-10,Iowa,1388,31.0,0.0,1357.0
1704,2020-04-10,Kansas,1117,42.0,0.0,1075.0
1705,2020-04-10,Kentucky,1693,90.0,0.0,1603.0
1706,2020-04-10,Louisiana,19253,755.0,0.0,18498.0
1707,2020-04-10,Maine,586,17.0,0.0,569.0
1708,2020-04-10,Maryland,6968,171.0,0.0,6797.0
1709,2020-04-10,Massachusetts,20974,599.0,0.0,20375.0
1710,2020-04-10,Michigan,22434,1276.0,0.0,21158.0
1711,2020-04-10,Minnesota,1336,57.0,0.0,1279.0
1712,2020-04-10,Mississippi,2469,82.0,0.0,2387.0
1713,2020-04-10,Missouri,3897,99.0,0.0,3798.0
1714,2020-04-10,Montana,365,6.0,0.0,359.0
1715,2020-04-10,Nebraska,635,15.0,0.0,620.0
1716,2020-04-10,Nevada,2722,90.0,0.0,2632.0
1717,2020-04-10,New Hampshire,819,21.0,0.0,798.0
1718,2020-04-10,New Jersey,54588,1932.0,0.0,52656.0
1719,2020-04-10,New Mexico,1081,17.0,0.0,1064.0
1720,2020-04-10,New York,172348,7867.0,0.0,164481.0
1721,2020-04-10,North Carolina,3965,83.0,0.0,3882.0
1722,2020-04-10,North Dakota,278,6.0,0.0,272.0
1723,2020-04-10,Northern Mariana Islands,11,2.0,0.0,9.0
1724,2020-04-10,Ohio,5878,231.0,0.0,5647.0
1725,2020-04-10,Oklahoma,1794,88.0,0.0,1706.0
1726,2020-04-10,Oregon,1322,44.0,0.0,1278.0
1727,2020-04-10,Pennsylvania,20051,418.0,0.0,19633.0
1728,2020-04-10,Puerto Rico,725,39.0,0.0,686.0
1729,2020-04-10,Recovered,0,0.0,28790.0,-28790.0
1730,2020-04-10,Rhode Island,1727,43.0,0.0,1684.0
1731,2020-04-10,South Carolina,3067,72.0,0.0,2995.0
1732,2020-04-10,South Dakota,536,6.0,0.0,530.0
1733,2020-04-10,Tennessee,4891,98.0,0.0,4793.0
1734,2020-04-10,Texas,12105,238.0,0.0,11867.0
1735,2020-04-10,Utah,2103,17.0,0.0,2086.0
1736,2020-04-10,Vermont,679,24.0,0.0,655.0
1737,2020-04-10,Virgin Islands,50,1.0,0.0,49.0
1738,2020-04-10,Virginia,4509,121.0,0.0,4388.0
1739,2020-04-10,Washington,10119,483.0,0.0,9636.0
1740,2020-04-10,West Virginia,574,5.0,0.0,569.0
1741,2020-04-10,Wisconsin,3068,128.0,0.0,2940.0
1742,2020-04-10,Wyoming,239,0.0,0.0,239.0
1743,2020-04-11,Alabama,3217,92.0,0.0,3125.0
1744,2020-04-11,Alaska,257,8.0,0.0,249.0
1745,2020-04-11,Arizona,3393,108.0,0.0,3285.0
1746,2020-04-11,Arkansas,1228,25.0,0.0,1203.0
1747,2020-04-11,California,21706,604.0,0.0,21102.0
1748,2020-04-11,Colorado,6513,250.0,0.0,6263.0
1749,2020-04-11,Connecticut,11510,494.0,0.0,11016.0
1750,2020-04-11,Delaware,1479,33.0,0.0,1446.0
1751,2020-04-11,District of Columbia,1778,47.0,0.0,1731.0
1752,2020-04-11,Florida,18494,438.0,0.0,18056.0
1753,2020-04-11,Georgia,12159,429.0,0.0,11730.0
1754,2020-04-11,Grand Princess,103,3.0,0.0,100.0
1755,2020-04-11,Guam,133,5.0,0.0,128.0
1756,2020-04-11,Hawaii,465,8.0,0.0,457.0
1757,2020-04-11,Idaho,1396,25.0,0.0,1371.0
1758,2020-04-11,Illinois,19180,677.0,0.0,18503.0
1759,2020-04-11,Indiana,7435,330.0,0.0,7105.0
1760,2020-04-11,Iowa,1510,34.0,0.0,1476.0
1761,2020-04-11,Kansas,1275,55.0,0.0,1220.0
1762,2020-04-11,Kentucky,1693,90.0,0.0,1603.0
1763,2020-04-11,Louisiana,20014,806.0,0.0,19208.0
1764,2020-04-11,Maine,616,19.0,0.0,597.0
1765,2020-04-11,Maryland,7694,206.0,0.0,7488.0
1766,2020-04-11,Massachusetts,22860,686.0,0.0,22174.0
1767,2020-04-11,Michigan,23605,1384.0,0.0,22221.0
1768,2020-04-11,Minnesota,1427,64.0,0.0,1363.0
1769,2020-04-11,Mississippi,2642,93.0,0.0,2549.0
1770,2020-04-11,Missouri,4108,116.0,0.0,3992.0
1771,2020-04-11,Montana,377,6.0,0.0,371.0
1772,2020-04-11,Nebraska,699,17.0,0.0,682.0
1773,2020-04-11,Nevada,2702,102.0,0.0,2600.0
1774,2020-04-11,New Hampshire,885,22.0,0.0,863.0
1775,2020-04-11,New Jersey,58151,2183.0,0.0,55968.0
1776,2020-04-11,New Mexico,1091,19.0,0.0,1072.0
1777,2020-04-11,New York,181026,8627.0,0.0,172399.0
1778,2020-04-11,North Carolina,4354,89.0,0.0,4265.0
1779,2020-04-11,North Dakota,293,7.0,0.0,286.0
1780,2020-04-11,Northern Mariana Islands,11,2.0,0.0,9.0
1781,2020-04-11,Ohio,6250,247.0,0.0,6003.0
1782,2020-04-11,Oklahoma,1868,94.0,0.0,1774.0
1783,2020-04-11,Oregon,1371,48.0,0.0,1323.0
1784,2020-04-11,Pennsylvania,21719,503.0,0.0,21216.0
1785,2020-04-11,Puerto Rico,788,42.0,0.0,746.0
1786,2020-04-11,Recovered,0,0.0,31270.0,-31270.0
1787,2020-04-11,Rhode Island,2349,56.0,0.0,2293.0
1788,2020-04-11,South Carolina,3211,80.0,0.0,3131.0
1789,2020-04-11,South Dakota,626,6.0,0.0,620.0
1790,2020-04-11,Tennessee,5132,106.0,0.0,5026.0
1791,2020-04-11,Texas,13023,266.0,0.0,12757.0
1792,2020-04-11,Utah,2207,18.0,0.0,2189.0
1793,2020-04-11,Vermont,711,25.0,0.0,686.0
1794,2020-04-11,Virgin Islands,51,1.0,0.0,50.0
1795,2020-04-11,Virginia,5077,130.0,0.0,4947.0
1796,2020-04-11,Washington,10434,495.0,0.0,9939.0
1797,2020-04-11,West Virginia,577,5.0,0.0,572.0
1798,2020-04-11,Wisconsin,3213,137.0,0.0,3076.0
1799,2020-04-11,Wyoming,261,0.0,0.0,261.0
1800,2020-04-12,Alabama,3563,93.0,0.0,3470.0
1801,2020-04-12,Alaska,272,8.0,0.0,264.0
1802,2020-04-12,Arizona,3542,115.0,0.0,3427.0
1803,2020-04-12,Arkansas,1280,27.0,0.0,1253.0
1804,2020-04-12,California,22795,640.0,0.0,22155.0
1805,2020-04-12,Colorado,7307,289.0,0.0,7018.0
1806,2020-04-12,Connecticut,12035,554.0,0.0,11481.0
1807,2020-04-12,Delaware,1625,35.0,0.0,1590.0
1808,2020-04-12,District of Columbia,1875,50.0,0.0,1825.0
1809,2020-04-12,Florida,19895,461.0,0.0,19434.0
1810,2020-04-12,Georgia,12452,433.0,0.0,12019.0
1811,2020-04-12,Grand Princess,103,0.0,0.0,103.0
1812,2020-04-12,Guam,133,5.0,0.0,128.0
1813,2020-04-12,Hawaii,499,9.0,0.0,490.0
1814,2020-04-12,Idaho,1407,27.0,0.0,1380.0
1815,2020-04-12,Illinois,20852,720.0,0.0,20132.0
1816,2020-04-12,Indiana,7928,343.0,0.0,7585.0
1817,2020-04-12,Iowa,1587,41.0,0.0,1546.0
1818,2020-04-12,Kansas,1344,56.0,0.0,1288.0
1819,2020-04-12,Kentucky,1963,97.0,0.0,1866.0
1820,2020-04-12,Louisiana,20595,840.0,0.0,19755.0
1821,2020-04-12,Maine,633,19.0,0.0,614.0
1822,2020-04-12,Maryland,8225,236.0,0.0,7989.0
1823,2020-04-12,Massachusetts,25475,756.0,0.0,24719.0
1824,2020-04-12,Michigan,24244,1479.0,0.0,22765.0
1825,2020-04-12,Minnesota,1621,70.0,0.0,1551.0
1826,2020-04-12,Mississippi,2781,96.0,0.0,2685.0
1827,2020-04-12,Missouri,4269,118.0,0.0,4151.0
1828,2020-04-12,Montana,387,6.0,0.0,381.0
1829,2020-04-12,Nebraska,791,17.0,0.0,774.0
1830,2020-04-12,Nevada,2836,112.0,0.0,2724.0
1831,2020-04-12,New Hampshire,929,23.0,0.0,906.0
1832,2020-04-12,New Jersey,61850,2350.0,0.0,59500.0
1833,2020-04-12,New Mexico,1245,26.0,0.0,1219.0
1834,2020-04-12,New York,189033,9385.0,0.0,179648.0
1835,2020-04-12,North Carolina,4570,89.0,0.0,4481.0
1836,2020-04-12,North Dakota,308,7.0,0.0,301.0
1837,2020-04-12,Northern Mariana Islands,11,2.0,0.0,9.0
1838,2020-04-12,Ohio,6604,253.0,0.0,6351.0
1839,2020-04-12,Oklahoma,1970,96.0,0.0,1874.0
1840,2020-04-12,Oregon,1527,52.0,0.0,1475.0
1841,2020-04-12,Pennsylvania,22938,557.0,0.0,22381.0
1842,2020-04-12,Puerto Rico,897,44.0,0.0,853.0
1843,2020-04-12,Recovered,0,0.0,32988.0,-32988.0
1844,2020-04-12,Rhode Island,2665,63.0,0.0,2602.0
1845,2020-04-12,South Carolina,3320,82.0,0.0,3238.0
1846,2020-04-12,South Dakota,730,6.0,0.0,724.0
1847,2020-04-12,Tennessee,5508,106.0,0.0,5402.0
1848,2020-04-12,Texas,13677,283.0,0.0,13394.0
1849,2020-04-12,Utah,2303,18.0,0.0,2285.0
1850,2020-04-12,Vermont,727,27.0,0.0,700.0
1851,2020-04-12,Virgin Islands,51,1.0,0.0,50.0
1852,2020-04-12,Virginia,5274,141.0,0.0,5133.0
1853,2020-04-12,Washington,10609,506.0,0.0,10103.0
1854,2020-04-12,West Virginia,593,6.0,0.0,587.0
1855,2020-04-12,Wisconsin,3341,144.0,0.0,3197.0
1856,2020-04-12,Wyoming,270,0.0,0.0,270.0
1857,2020-04-13,Alabama,3734,99.0,0.0,3635.0
1858,2020-04-13,Alaska,277,8.0,0.0,269.0
1859,2020-04-13,Arizona,3705,122.0,0.0,3583.0
1860,2020-04-13,Arkansas,1410,29.0,0.0,1381.0
1861,2020-04-13,California,23931,714.0,0.0,23217.0
1862,2020-04-13,Colorado,7691,306.0,0.0,7385.0
1863,2020-04-13,Connecticut,13381,602.0,0.0,12779.0
1864,2020-04-13,Delaware,1758,41.0,0.0,1717.0
1865,2020-04-13,District of Columbia,1955,52.0,0.0,1903.0
1866,2020-04-13,Florida,21019,499.0,0.0,20520.0
1867,2020-04-13,Georgia,13315,465.0,0.0,12850.0
1868,2020-04-13,Grand Princess,103,0.0,0.0,103.0
1869,2020-04-13,Guam,133,5.0,0.0,128.0
1870,2020-04-13,Hawaii,504,9.0,0.0,495.0
1871,2020-04-13,Idaho,1426,27.0,0.0,1399.0
1872,2020-04-13,Illinois,22025,798.0,0.0,21227.0
1873,2020-04-13,Indiana,8359,350.0,0.0,8009.0
1874,2020-04-13,Iowa,1710,41.0,0.0,1669.0
1875,2020-04-13,Kansas,1390,62.0,0.0,1328.0
1876,2020-04-13,Kentucky,2018,113.0,0.0,1905.0
1877,2020-04-13,Louisiana,21016,884.0,0.0,20132.0
1878,2020-04-13,Maine,698,19.0,0.0,679.0
1879,2020-04-13,Maryland,8936,262.0,0.0,8674.0
1880,2020-04-13,Massachusetts,26867,844.0,0.0,26023.0
1881,2020-04-13,Michigan,25635,1602.0,0.0,24033.0
1882,2020-04-13,Minnesota,1621,70.0,0.0,1551.0
1883,2020-04-13,Mississippi,2942,98.0,0.0,2844.0
1884,2020-04-13,Missouri,4515,123.0,0.0,4392.0
1885,2020-04-13,Montana,394,7.0,0.0,387.0
1886,2020-04-13,Nebraska,814,17.0,0.0,797.0
1887,2020-04-13,Nevada,2990,114.0,0.0,2876.0
1888,2020-04-13,New Hampshire,985,23.0,0.0,962.0
1889,2020-04-13,New Jersey,64584,2443.0,0.0,62141.0
1890,2020-04-13,New Mexico,1262,26.0,0.0,1236.0
1891,2020-04-13,New York,195749,10058.0,0.0,185691.0
1892,2020-04-13,North Carolina,4886,94.0,0.0,4792.0
1893,2020-04-13,North Dakota,331,8.0,0.0,323.0
1894,2020-04-13,Northern Mariana Islands,11,2.0,0.0,9.0
1895,2020-04-13,Ohio,6975,274.0,0.0,6701.0
1896,2020-04-13,Oklahoma,2069,99.0,0.0,1970.0
1897,2020-04-13,Oregon,1584,53.0,0.0,1531.0
1898,2020-04-13,Pennsylvania,24292,589.0,0.0,23703.0
1899,2020-04-13,Puerto Rico,903,45.0,0.0,858.0
1900,2020-04-13,Recovered,0,0.0,43482.0,-43482.0
1901,2020-04-13,Rhode Island,2665,63.0,0.0,2602.0
1902,2020-04-13,South Carolina,3391,82.0,0.0,3309.0
1903,2020-04-13,South Dakota,868,6.0,0.0,862.0
1904,2020-04-13,Tennessee,5610,109.0,0.0,5501.0
1905,2020-04-13,Texas,14275,305.0,0.0,13970.0
1906,2020-04-13,Utah,2363,13.0,0.0,2350.0
1907,2020-04-13,Vermont,748,28.0,0.0,720.0
1908,2020-04-13,Virgin Islands,51,1.0,0.0,50.0
1909,2020-04-13,Virginia,5747,149.0,0.0,5598.0
1910,2020-04-13,Washington,10635,513.0,0.0,10122.0
1911,2020-04-13,West Virginia,611,8.0,0.0,603.0
1912,2020-04-13,Wisconsin,3428,154.0,0.0,3274.0
1913,2020-04-13,Wyoming,275,1.0,0.0,274.0
1914,2020-04-14,Alabama,3953,114.0,0.0,3839.0
1915,2020-04-14,Alaska,285,9.0,0.0,276.0
1916,2020-04-14,Arizona,3809,131.0,0.0,3678.0
1917,2020-04-14,Arkansas,1498,32.0,0.0,1466.0
1918,2020-04-14,California,25356,767.0,0.0,24589.0
1919,2020-04-14,Colorado,7950,327.0,0.0,7623.0
1920,2020-04-14,Connecticut,13989,671.0,0.0,13318.0
1921,2020-04-14,Delaware,1926,43.0,0.0,1883.0
1922,2020-04-14,District of Columbia,2058,67.0,0.0,1991.0
1923,2020-04-14,Florida,21628,571.0,0.0,21057.0
1924,2020-04-14,Georgia,14578,525.0,0.0,14053.0
1925,2020-04-14,Grand Princess,103,0.0,0.0,103.0
1926,2020-04-14,Guam,133,5.0,0.0,128.0
1927,2020-04-14,Hawaii,511,9.0,0.0,502.0
1928,2020-04-14,Idaho,1464,33.0,0.0,1431.0
1929,2020-04-14,Illinois,23248,868.0,0.0,22380.0
1930,2020-04-14,Indiana,8527,387.0,0.0,8140.0
1931,2020-04-14,Iowa,1899,49.0,0.0,1850.0
1932,2020-04-14,Kansas,1441,69.0,0.0,1372.0
1933,2020-04-14,Kentucky,2048,106.0,0.0,1942.0
1934,2020-04-14,Louisiana,21518,1013.0,0.0,20505.0
1935,2020-04-14,Maine,735,20.0,0.0,715.0
1936,2020-04-14,Maryland,9472,302.0,0.0,9170.0
1937,2020-04-14,Massachusetts,28164,844.0,0.0,27320.0
1938,2020-04-14,Michigan,27001,1768.0,0.0,25233.0
1939,2020-04-14,Minnesota,1695,79.0,0.0,1616.0
1940,2020-04-14,Mississippi,3087,111.0,0.0,2976.0
1941,2020-04-14,Missouri,4746,149.0,0.0,4597.0
1942,2020-04-14,Montana,399,7.0,0.0,392.0
1943,2020-04-14,Nebraska,897,20.0,0.0,877.0
1944,2020-04-14,Nevada,3134,126.0,0.0,3008.0
1945,2020-04-14,New Hampshire,922,25.0,0.0,897.0
1946,2020-04-14,New Jersey,68824,2805.0,0.0,66019.0
1947,2020-04-14,New Mexico,1345,31.0,0.0,1314.0
1948,2020-04-14,New York,203020,10842.0,0.0,192178.0
1949,2020-04-14,North Carolina,5113,112.0,0.0,5001.0
1950,2020-04-14,North Dakota,341,8.0,0.0,333.0
1951,2020-04-14,Northern Mariana Islands,11,2.0,0.0,9.0
1952,2020-04-14,Ohio,7285,324.0,0.0,6961.0
1953,2020-04-14,Oklahoma,2184,108.0,0.0,2076.0
1954,2020-04-14,Oregon,1633,55.0,0.0,1578.0
1955,2020-04-14,Pennsylvania,25465,691.0,0.0,24774.0
1956,2020-04-14,Puerto Rico,923,45.0,0.0,878.0
1957,2020-04-14,Recovered,0,0.0,47763.0,-47763.0
1958,2020-04-14,Rhode Island,3251,80.0,0.0,3171.0
1959,2020-04-14,South Carolina,3553,97.0,0.0,3456.0
1960,2020-04-14,South Dakota,988,6.0,0.0,982.0
1961,2020-04-14,Tennessee,5827,124.0,0.0,5703.0
1962,2020-04-14,Texas,15006,342.0,0.0,14664.0
1963,2020-04-14,Utah,2417,18.0,0.0,2399.0
1964,2020-04-14,Vermont,752,29.0,0.0,723.0
1965,2020-04-14,Virgin Islands,51,1.0,0.0,50.0
1966,2020-04-14,Virginia,6182,154.0,0.0,6028.0
1967,2020-04-14,Washington,10799,530.0,0.0,10269.0
1968,2020-04-14,West Virginia,640,9.0,0.0,631.0
1969,2020-04-14,Wisconsin,3555,170.0,0.0,3385.0
1970,2020-04-14,Wyoming,282,1.0,0.0,281.0
1971,2020-04-15,Alabama,4075,118.0,0.0,3957.0
1972,2020-04-15,Alaska,293,9.0,0.0,284.0
1973,2020-04-15,Arizona,3964,142.0,0.0,3822.0
1974,2020-04-15,Arkansas,1569,33.0,0.0,1536.0
1975,2020-04-15,California,26686,860.0,0.0,25826.0
1976,2020-04-15,Colorado,7956,328.0,0.0,7628.0
1977,2020-04-15,Connecticut,14755,868.0,0.0,13887.0
1978,2020-04-15,Delaware,2014,46.0,0.0,1968.0
1979,2020-04-15,District of Columbia,2197,72.0,0.0,2125.0
1980,2020-04-15,Florida,22511,596.0,0.0,21915.0
1981,2020-04-15,Georgia,14987,552.0,0.0,14435.0
1982,2020-04-15,Grand Princess,103,0.0,0.0,103.0
1983,2020-04-15,Guam,135,5.0,0.0,130.0
1984,2020-04-15,Hawaii,524,9.0,0.0,515.0
1985,2020-04-15,Idaho,1473,39.0,0.0,1434.0
1986,2020-04-15,Illinois,24593,949.0,0.0,23644.0
1987,2020-04-15,Indiana,8960,436.0,0.0,8524.0
1988,2020-04-15,Iowa,1995,53.0,0.0,1942.0
1989,2020-04-15,Kansas,1504,71.0,0.0,1433.0
1990,2020-04-15,Kentucky,2210,115.0,0.0,2095.0
1991,2020-04-15,Louisiana,21951,1103.0,0.0,20848.0
1992,2020-04-15,Maine,770,24.0,0.0,746.0
1993,2020-04-15,Maryland,10032,311.0,0.0,9721.0
1994,2020-04-15,Massachusetts,29918,1108.0,0.0,28810.0
1995,2020-04-15,Michigan,28059,1921.0,0.0,26138.0
1996,2020-04-15,Minnesota,1809,87.0,0.0,1722.0
1997,2020-04-15,Mississippi,3360,122.0,0.0,3238.0
