date,Max,Avg,Min,State
2020/2/16,43,35.4,26,Wyoming
2020/2/16,32,23.1,11,Wisconsin
2020/2/16,55,42.8,31,West Virginia
2020/2/16,47,42.5,39,Washington
2020/2/16,52,41.4,30,Virginia
2020/2/16,36,30.3,25,Vermont
2020/2/16,41,36.9,33,Utah
2020/2/16,76,59.1,45,Texas
2020/2/16,60,51,43,Tennessee
2020/2/16,39,27,19,South Dakota
2020/2/16,47,45,39,South Carolina
2020/2/16,42,34.7,25,Rhode Island
2020/2/16,42,34.7,29,Pennsylvania
2020/2/17,64,57.7,52,Alabama
2020/2/17,35,29.5,25,Alaska
2020/2/17,75,62.1,49,Arizona 
2020/2/17,64,55.5,51, Arkansas
2020/2/17,69,57.3,49,California
2020/2/17,37,29.2,22,Colorado
2020/2/17,47,35,25,Connecticut 
2020/2/17,52,43.6,36,Delaware
2020/2/17,68,61.4,56,Florida
2020/2/17,53,47.7,44,Georgia
2020/2/17,81,75.5,72,Hawaii
2020/2/17,39,31.8,25,Idaho
2020/2/17,44,39.2,34,Illinois
2020/2/17,46,39.4,31,Indiana
2020/2/17,42,35,28,Iowa
2020/2/17,64,45.6,35,Kansas
2020/2/17,54,44.8,32,Kentucky
2020/2/17,65,60.3,56,Louisiana
2020/2/17,34,26.3,16,Maine
2020/2/17,55,44.3,36,Maryland
2020/2/17,48,40.5,32,Massachusetts
2020/2/17,33,27.2,18,Michigan
2020/2/17,35,29.2,22,Minnesota
2020/2/17,66,59.3,54,Mississippi 
2020/2/17,50,45.5,39,Missouri
2020/2/17,36,30.2,23,Montana
2020/2/17,55,39.1,28,Nebraska 
2020/2/17,56,40.8,28,Nevada
2020/2/17,41,33,26,New Hampshire
2020/2/17,52,41.5,32,New Jersey
2020/2/17,59,45.8,31,New Mexico
2020/2/17,51,43.7,38,New York
2020/2/17,58,48,38,North Carolina
2020/2/17,29,24.4,13,North Dakota
2020/2/17,48,37,23,Ohio
2020/2/17,60,51.8,45,Oklahoma
2020/2/17,49,40.5,33,Oregon
2020/2/17,33,26.8,20,Wyoming
2020/2/17,33,31.1,24,Wisconsin
2020/2/17,58,44,28,West Virginia
2020/2/17,47,41.1,35,Washington
2020/2/17,56,46.4,38,Virginia
2020/2/17,33,23.6,11,Vermont
2020/2/17,40,34.8,29,Utah
2020/2/17,79,68.5,61,Texas
2020/2/17,69,54.6,40,Tennessee
2020/2/17,30,24.6,20,South Dakota
2020/2/17,61,50.7,45,South Carolina
2020/2/17,49,36.8,26,Rhode Island
2020/2/17,51,39.1,28,Pennsylvania
2020/2/18,76,64.1,60,Alabama
2020/2/18,39,36.8,35,Alaska
2020/2/18,77,64.3,51,Arizona 
2020/2/18,62,52.4,42, Arkansas
2020/2/18,65,52,43,California
2020/2/18,32,24.1,17,Colorado
2020/2/18,36,32.8,26,Connecticut 
2020/2/18,60,48.4,37,Delaware
2020/2/18,75,67.1,63,Florida
2020/2/18,62,57.4,51,Georgia
2020/2/18,82,75.3,73,Hawaii
2020/2/18,40,30.2,23,Idaho
2020/2/18,43,35.3,28,Illinois
2020/2/18,49,41.4,29,Indiana
2020/2/18,35,28.6,22,Iowa
2020/2/18,45,34.3,24,Kansas
2020/2/18,55,48.9,35,Kentucky
2020/2/18,79,68.9,63,Louisiana
2020/2/18,21,17.6,9,Maine
2020/2/18,60,49.6,38,Maryland
2020/2/18,42,39.2,32,Massachusetts
2020/2/18,37,33.3,27,Michigan
2020/2/18,23,17.3,6,Minnesota
2020/2/18,75,66.2,56,Mississippi 
2020/2/18,43,35.8,29,Missouri
2020/2/18,33,24.9,19,Montana
2020/2/18,46,31.7,19,Nebraska 
2020/2/18,50,37.2,27,Nevada
2020/2/18,35,30.4,25,New Hampshire
2020/2/18,57,45.3,35,New Jersey
2020/2/18,50,38.1,27,New Mexico
2020/2/18,45,40.8,37,New York
2020/2/18,60,52.4,38,North Carolina
2020/2/18,31,10,-4,North Dakota
2020/2/18,52,46.4,32,Ohio
2020/2/18,50,44.2,38,Oklahoma
2020/2/18,51,35.6,29,Oregon
2020/2/18,33,22.1,13,Wyoming
2020/2/18,33,25.9,0,Wisconsin
2020/2/18,54,49.9,42,West Virginia
2020/2/18,47,37.4,30,Washington
2020/2/18,62,47.8,34,Virginia
2020/2/18,39,26.7,10,Vermont
2020/2/18,37,30.3,24,Utah
2020/2/18,73,64.3,50,Texas
2020/2/18,60,53.2,42,Tennessee
2020/2/18,21,13.1,3,South Dakota
2020/2/18,61,56.1,53,South Carolina
2020/2/18,41,36.5,28,Rhode Island
2020/2/18,50,44,39,Pennsylvania
2020/2/19,63,60.1,55,Alabama
2020/2/19,40,37.7,37,Alaska
2020/2/19,77,64.6,55,Arizona 
2020/2/19,51,43.3,35, Arkansas
2020/2/19,66,50.7,38,California
2020/2/19,21,18.1,13,Colorado
2020/2/19,44,36,25,Connecticut 
2020/2/19,52,44.6,34,Delaware
2020/2/19,83,72,66,Florida
2020/2/19,60,52.2,50,Georgia
2020/2/19,81,74.4,71,Hawaii
2020/2/19,40,30.2,22,Idaho
2020/2/19,36,28.6,22,Illinois
2020/2/19,39,31,24,Indiana
2020/2/19,20,16.7,12,Iowa
2020/2/19,45,31.8,20,Kansas
2020/2/19,44,34.3,26,Kentucky
2020/2/19,69,59.3,55,Louisiana
2020/2/19,37,27.2,16,Maine
2020/2/19,54,45.8,36,Maryland
2020/2/19,46,41.3,32,Massachusetts
2020/2/19,27,21,14,Michigan
2020/2/19,14,6.3,0,Minnesota
2020/2/19,55,49,47,Mississippi 
2020/2/19,43,32.1,25,Missouri
2020/2/19,32,19.9,9,Montana
2020/2/19,27,20.5,13,Nebraska 
2020/2/19,50,38.2,28,Nevada
2020/2/19,39,35,27,New Hampshire
2020/2/19,49,42.7,31,New Jersey
2020/2/19,49,37.3,31,New Mexico
2020/2/19,47,42,33,New York
2020/2/19,57,49.5,37,North Carolina
2020/2/19,7,-2.3,-11,North Dakota
2020/2/19,40,32,26,Ohio
2020/2/19,56,44.1,32,Oklahoma
2020/2/19,58,41.5,28,Oregon
2020/2/19,20,16.1,11,Wyoming
2020/2/19,19,11.2,2,Wisconsin
2020/2/19,45,37.3,31,West Virginia
2020/2/19,55,44.3,32,Washington
2020/2/19,54,46.7,34,Virginia
2020/2/19,39,28.4,17,Vermont
2020/2/19,36,28.9,23,Utah
2020/2/19,51,49.2,47,Texas
2020/2/19,53,42.8,37,Tennessee
2020/2/19,14,7.4,2,South Dakota
2020/2/19,61,55.3,48,South Carolina
2020/2/19,46,38.8,29,Rhode Island
2020/2/19,48,41.8,32,Pennsylvania
2020/2/20,55,49.5,43,Alabama
2020/2/20,38,36.3,35,Alaska
2020/2/20,79,66.7,52,Arizona 
2020/2/20,45,39.2,34, Arkansas
2020/2/20,67,51.5,40,California
2020/2/20,30,14.7,4,Colorado
2020/2/20,34,26.1,19,Connecticut 
2020/2/20,38,33,29,Delaware
2020/2/20,69,60.5,46,Florida
2020/2/20,48,42.2,39,Georgia
2020/2/20,80,74.8,71,Hawaii
2020/2/20,44,30.5,20,Idaho
2020/2/20,28,22.8,18,Illinois
2020/2/20,30,25.8,19,Indiana
2020/2/20,23,13.6,3,Iowa
2020/2/20,33,24.1,15,Kansas
2020/2/20,37,30.9,21,Kentucky
2020/2/20,56,51.5,45,Louisiana
2020/2/20,21,13.2,4,Maine
2020/2/20,39,35.3,30,Maryland
2020/2/20,36,30.3,24,Massachusetts
2020/2/20,22,15.9,9,Michigan
2020/2/20,14,5,-6,Minnesota
2020/2/20,48,45.3,38,Mississippi 
2020/2/20,30,24.7,20,Missouri
2020/2/20,37,23.1,10,Montana
2020/2/20,28,16.8,3,Nebraska 
2020/2/20,56,41,30,Nevada
2020/2/20,31,23.8,16,New Hampshire
2020/2/20,35,30.3,25,New Jersey
2020/2/20,39,32,26,New Mexico
2020/2/20,35,31.8,27,New York
2020/2/20,43,36.4,33,North Carolina
2020/2/20,33,13.9,-6,North Dakota
2020/2/20,30,25.1,18,Ohio
2020/2/20,43,35.8,27,Oklahoma
2020/2/20,54,40.5,30,Oregon
2020/2/20,36,16,-2,Wyoming
2020/2/20,17,6.2,-7,Wisconsin
2020/2/20,39,32.3,26,West Virginia
2020/2/20,58,48.3,42,Washington
2020/2/20,40,34.2,31,Virginia
2020/2/20,18,13.3,4,Vermont
2020/2/20,40,29.2,22,Utah
2020/2/20,51,46.9,44,Texas
2020/2/20,43,37.4,30,Tennessee
2020/2/20,42,22.3,4,South Dakota
2020/2/20,48,42.3,37,South Carolina
2020/2/20,35,28.5,22,Rhode Island
2020/2/20,36,32.8,27,Pennsylvania
2020/2/21,53,44,37,Alabama
2020/2/21,39,36.9,34,Alaska
2020/2/21,76,69,63,Arizona 
2020/2/21,42,32.8,25, Arkansas
2020/2/21,72,54.9,42,California
2020/2/21,46,32.4,17,Colorado
2020/2/21,34,23.5,13,Connecticut 
2020/2/21,36,28.7,21,Delaware
2020/2/21,54,46.6,42,Florida
2020/2/21,48,39.4,34,Georgia
2020/2/21,82,75.7,71,Hawaii
2020/2/21,45,33,24,Idaho
2020/2/21,37,25.9,13,Illinois
2020/2/21,36,24,14,Indiana
2020/2/21,44,30.2,15,Iowa
2020/2/21,44,29.1,13,Kansas
2020/2/21,36,25,15,Kentucky
2020/2/21,55,44.1,36,Louisiana
2020/2/21,25,12.6,-3,Maine
2020/2/21,38,30.2,23,Maryland
2020/2/21,33,25.9,17,Massachusetts
2020/2/21,33,23,11,Michigan
2020/2/21,37,27.2,12,Minnesota
2020/2/21,48,38.1,32,Mississippi 
2020/2/21,41,27.7,13,Missouri
2020/2/21,50,30.6,15,Montana
2020/2/21,51,33.6,17,Nebraska 
2020/2/21,60,43.9,30,Nevada
2020/2/21,32,21.6,10,New Hampshire
2020/2/21,35,26.7,19,New Jersey
2020/2/21,44,33.1,27,New Mexico
2020/2/21,36,29.3,21,New York
2020/2/21,36,30.7,26,North Carolina
2020/2/21,43,26.7,11,North Dakota
2020/2/21,35,24.4,13,Ohio
2020/2/21,48,32,18,Oklahoma
2020/2/21,57,41.6,28,Oregon
2020/2/21,53,36,18,Wyoming
2020/2/21,34,22.2,4,Wisconsin
2020/2/21,37,26,17,West Virginia
2020/2/21,54,44.6,36,Washington
2020/2/21,39,30.8,23,Virginia
2020/2/21,27,14.5,-4,Vermont
2020/2/21,42,31.4,22,Utah
2020/2/21,53,44.4,36,Texas
2020/2/21,43,32,23,Tennessee
2020/2/21,49,31.6,17,South Dakota
2020/2/21,45,37.7,29,South Carolina
2020/2/21,33,23.8,16,Rhode Island
2020/2/21,37,28.7,21,Pennsylvania
2020/2/22,58,40.5,0,Alabama
2020/2/22,36,33.4,31,Alaska
2020/2/22,69,60,55,Arizona 
2020/2/22,53,39,23, Arkansas
2020/2/22,70,54.5,41,California
2020/2/22,50,40.4,32,Colorado
2020/2/22,48,33.8,21,Connecticut 
2020/2/22,51,37.2,23,Delaware
2020/2/22,61,45.4,34,Florida
2020/2/22,55,42.7,31,Georgia
2020/2/22,82,74.6,68,Hawaii
2020/2/22,49,35.9,26,Idaho
2020/2/22,49,37.4,25,Illinois
2020/2/22,48,33.6,21,Indiana
2020/2/22,53,39.8,28,Iowa
2020/2/22,57,43.2,31,Kansas
2020/2/22,48,33.9,19,Kentucky
2020/2/22,59,45.8,32,Louisiana
2020/2/22,41,27.8,13,Maine
2020/2/22,54,38.8,26,Maryland
2020/2/22,48,39,30,Massachusetts
2020/2/22,44,33.7,25,Michigan
2020/2/22,42,31.2,18,Minnesota
2020/2/22,57,42.5,28,Mississippi 
2020/2/22,53,38.9,25,Missouri
2020/2/22,55,37.3,22,Montana
2020/2/22,58,39.4,23,Nebraska 
2020/2/22,61,45.7,32,Nevada
2020/2/22,44,31.9,18,New Hampshire
2020/2/22,48,36.3,25,New Jersey
2020/2/22,48,40.1,31,New Mexico
2020/2/22,50,41,32,New York
2020/2/22,52,36.8,23,North Carolina
2020/2/22,48,30.5,13,North Dakota
2020/2/22,47,33.3,21,Ohio
2020/2/22,60,46,32,Oklahoma
2020/2/22,58,41.1,29,Oregon
2020/2/22,54,44,33,Wyoming
2020/2/22,40,33.7,23,Wisconsin
2020/2/22,50,32.6,18,West Virginia
2020/2/22,47,43.6,40,Washington
2020/2/22,53,36.4,20,Virginia
2020/2/22,39,29.7,23,Vermont
2020/2/22,44,35.1,28,Utah
2020/2/22,63,51.9,38,Texas
2020/2/22,53,37.9,22,Tennessee
2020/2/22,53,36,21,South Dakota
2020/2/22,56,37.9,23,South Carolina
2020/2/22,48,35.8,26,Rhode Island
2020/2/22,52,36.5,22,Pennsylvania
2020/2/23,57,28.6,0,Alabama
2020/2/23,35,33.4,29,Alaska
2020/2/23,64,57.1,50,Arizona 
2020/2/23,48,46,43, Arkansas
2020/2/23,61,52.1,46,California
2020/2/23,41,35.6,30,Colorado
2020/2/23,55,39.2,24,Connecticut 
2020/2/23,57,39.2,24,Delaware
2020/2/23,68,51.8,33,Florida
2020/2/23,56,48.3,37,Georgia
2020/2/23,83,74.3,67,Hawaii
2020/2/23,58,41.4,29,Idaho
2020/2/23,59,46,35,Illinois
2020/2/23,54,41.3,30,Indiana
2020/2/23,63,44.2,29,Iowa
2020/2/23,60,50.2,41,Kansas
2020/2/23,56,42,29,Kentucky
2020/2/23,68,55.8,42,Louisiana
2020/2/23,44,33.7,23,Maine
2020/2/23,59,41.2,23,Maryland
2020/2/23,57,44.8,35,Massachusetts
2020/2/23,49,39.8,31,Michigan
2020/2/23,44,35.2,28,Minnesota
2020/2/23,58,50.2,41,Mississippi 
2020/2/23,61,49,38,Missouri
2020/2/23,48,34.6,23,Montana
2020/2/23,57,40.2,25,Nebraska 
2020/2/23,65,45.9,28,Nevada
2020/2/23,52,36.4,24,New Hampshire
2020/2/23,54,40.9,24,New Jersey
2020/2/23,45,37,29,New Mexico
2020/2/23,55,46.6,38,New York
2020/2/23,63,46.7,31,North Carolina
2020/2/23,39,33.6,28,North Dakota
2020/2/23,50,39,23,Ohio
2020/2/23,54,49.6,45,Oklahoma
2020/2/23,52,44.9,40,Oregon
2020/2/23,41,35.6,28,Wyoming
2020/2/23,49,39.1,32,Wisconsin
2020/2/23,56,39.1,21,West Virginia
2020/2/23,48,44.1,40,Washington
2020/2/23,63,44.8,26,Virginia
2020/2/23,45,34.7,21,Vermont
2020/2/23,53,40.5,28,Utah
2020/2/23,70,61.3,54,Texas
2020/2/23,56,45.9,34,Tennessee
2020/2/23,41,33.3,25,South Dakota
2020/2/23,61,46.1,28,South Carolina
2020/2/23,54,39.3,25,Rhode Island
2020/2/23,57,40.3,22,Pennsylvania
2020/2/24,64,48.7,0,Alabama
2020/2/24,34,31.8,27,Alaska
2020/2/24,69,59.5,49,Arizona 
2020/2/24,70,57.1,49, Arkansas
2020/2/24,73,56.2,41,California
2020/2/24,40,33.4,29,Colorado
2020/2/24,63,45.3,28,Connecticut 
2020/2/24,57,43.5,27,Delaware
2020/2/24,72,61.5,49,Florida
2020/2/24,50,47,45,Georgia
2020/2/24,82,74,64,Hawaii
2020/2/24,43,35,28,Idaho
2020/2/24,45,42.9,38,Illinois
2020/2/24,45,42.1,38,Indiana
2020/2/24,44,36.3,32,Iowa
2020/2/24,47,44.6,39,Kansas
2020/2/24,45,43.4,40,Kentucky
2020/2/24,70,62.9,57,Louisiana
2020/2/24,51,29.5,19,Maine
2020/2/24,58,45.5,29,Maryland
2020/2/24,64,49,36,Massachusetts
2020/2/24,42,37.5,31,Michigan
2020/2/24,42,33.5,25,Minnesota
2020/2/24,63,59.3,53,Mississippi 
2020/2/24,45,43.8,39,Missouri
2020/2/24,38,31.7,27,Montana
2020/2/24,50,38.4,27,Nebraska 
2020/2/24,59,42.9,27,Nevada
2020/2/24,60,40.2,24,New Hampshire
2020/2/24,60,45.8,29,New Jersey
2020/2/24,51,37.2,28,New Mexico
2020/2/24,60,49.5,41,New York
2020/2/24,54,48.4,47,North Carolina
2020/2/24,33,30.1,28,North Dakota
2020/2/24,47,40.8,32,Ohio
2020/2/24,54,47.3,41,Oklahoma
2020/2/24,49,40.9,32,Oregon
2020/2/24,36,27,21,Wyoming
2020/2/24,38,32.1,23,Wisconsin
2020/2/24,51,44.1,32,West Virginia
2020/2/24,49,43.7,40,Washington
2020/2/24,55,46.8,39,Virginia
2020/2/24,51,42.5,36,Vermont
2020/2/24,44,35.6,30,Utah
2020/2/24,70,62.2,44,Texas
2020/2/24,54,48.7,44,Tennessee
2020/2/24,33,29.1,24,South Dakota
2020/2/24,52,49.3,47,South Carolina
2020/2/24,59,43.4,28,Rhode Island
2020/2/24,60,43,26,Pennsylvania
2020/2/25,68,62.1,52,Alabama
2020/2/25,35,30.7,29,Alaska
2020/2/25,68,58.4,47,Arizona 
2020/2/25,53,49.8,43, Arkansas
2020/2/25,73,59.4,47,California
2020/2/25,27,22,14,Colorado
2020/2/25,54,45.6,39,Connecticut 
2020/2/25,50,48.2,45,Delaware
2020/2/25,73,66.8,63,Florida
2020/2/25,68,56.1,49,Georgia
2020/2/25,82,76.3,72,Hawaii
2020/2/25,45,32.9,21,Idaho
2020/2/25,38,34.2,32,Illinois
2020/2/25,42,39.4,36,Indiana
2020/2/25,39,34.1,31,Iowa
2020/2/25,43,37.1,31,Kansas
2020/2/25,52,48.5,46,Kentucky
2020/2/25,65,58,49,Louisiana
2020/2/25,47,39.9,33,Maine
2020/2/25,52,49,46,Maryland
2020/2/25,51,46.5,44,Massachusetts
2020/2/25,35,32,29,Michigan
2020/2/25,38,32.7,28,Minnesota
2020/2/25,66,52.9,45,Mississippi 
2020/2/25,38,34.7,33,Missouri
2020/2/25,40,29.1,18,Montana
2020/2/25,42,34.3,28,Nebraska 
2020/2/25,59,40.3,0,Nevada
2020/2/25,52,43,35,New Hampshire
2020/2/25,48,46.5,44,New Jersey
2020/2/25,38,28.3,18,New Mexico
2020/2/25,51,47.4,44,New York
2020/2/25,65,56,48,North Carolina
2020/2/25,31,25.6,19,North Dakota
2020/2/25,45,42.4,39,Ohio
2020/2/25,50,40.4,33,Oklahoma
2020/2/25,54,37.7,29,Oregon
2020/2/25,20,16.4,4,Wyoming
2020/2/25,34,30.9,27,Wisconsin
2020/2/25,61,51.1,44,West Virginia
2020/2/25,50,44.4,37,Washington
2020/2/25,60,51.1,47,Virginia
2020/2/25,38,36.5,35,Vermont
2020/2/25,39,31.4,24,Utah
2020/2/25,67,55.1,40,Texas
2020/2/25,55,52.1,47,Tennessee
2020/2/25,28,25.8,20,South Dakota
2020/2/25,66,60.2,49,South Carolina
2020/2/25,52,44.9,41,Rhode Island
2020/2/25,50,46.9,43,Pennsylvania
2020/2/26,55,49.4,43,Alabama
2020/2/26,39,37.8,36,Alaska
2020/2/26,67,56.9,47,Arizona 
2020/2/26,45,40.1,32, Arkansas
2020/2/26,74,57.9,43,California
2020/2/26,40,28.1,11,Colorado
2020/2/26,50,44.2,41,Connecticut 
2020/2/26,51,47.4,46,Delaware
2020/2/26,68,63.4,50,Florida
2020/2/26,54,48.2,39,Georgia
2020/2/26,82,76.4,74,Hawaii
2020/2/26,52,39.1,31,Idaho
2020/2/26,32,29.4,27,Illinois
2020/2/26,35,31.1,27,Indiana
2020/2/26,36,28.6,25,Iowa
2020/2/26,40,32,23,Kansas
2020/2/26,45,38,28,Kentucky
2020/2/26,57,52.4,43,Louisiana
2020/2/26,43,38.6,35,Maine
2020/2/26,50,48.1,44,Maryland
2020/2/26,48,45.3,44,Massachusetts
2020/2/26,29,25.7,19,Michigan
2020/2/26,30,24.9,19,Minnesota
2020/2/26,52,47.6,41,Mississippi 
2020/2/26,36,32.1,26,Missouri
2020/2/26,47,38.4,29,Montana
2020/2/26,40,30.6,21,Nebraska 
2020/2/26,69,46.3,28,Nevada
2020/2/26,50,42.5,38,New Hampshire
2020/2/26,50,45.7,44,New Jersey
2020/2/26,42,25.9,11,New Mexico
2020/2/26,48,44.8,42,New York
2020/2/26,64,58,49,North Carolina
2020/2/26,24,19.3,16,North Dakota
2020/2/26,39,34.3,26,Ohio
2020/2/26,42,33.3,23,Oklahoma
2020/2/26,56,47.1,38,Oregon
2020/2/26,37,24.9,7,Wyoming
2020/2/26,27,25.2,23,Wisconsin
2020/2/26,55,47.5,34,West Virginia
2020/2/26,53,46.3,43,Washington
2020/2/26,55,51.9,48,Virginia
2020/2/26,35,30.4,29,Vermont
2020/2/26,48,35.7,25,Utah
2020/2/26,54,45.4,29,Texas
2020/2/26,47,40.4,34,Tennessee
2020/2/26,32,22.8,12,South Dakota
2020/2/26,63,57.9,47,South Carolina
2020/2/26,52,45.6,43,Rhode Island
2020/2/26,52,47.8,45,Pennsylvania
2020/2/27,54,43.7,35,Alabama
2020/2/27,41,39.3,38,Alaska
2020/2/27,77,61.7,46,Arizona 
2020/2/27,52,39.5,26, Arkansas
2020/2/27,76,57.9,42,California
2020/2/27,48,39.4,30,Colorado
2020/2/27,46,40.2,30,Connecticut 
2020/2/27,48,40.4,31,Delaware
2020/2/27,56,46,35,Florida
2020/2/27,48,40.1,34,Georgia
2020/2/27,80,75,71,Hawaii
2020/2/27,56,41,29,Idaho
2020/2/27,41,30.8,20,Illinois
2020/2/27,34,29.2,24,Indiana
2020/2/27,38,29.6,22,Iowa
2020/2/27,50,35.8,21,Kansas
2020/2/27,36,28.7,25,Kentucky
2020/2/27,52,43.5,35,Louisiana
2020/2/27,40,36.7,28,Maine
2020/2/27,44,38.8,32,Maryland
2020/2/27,55,44.6,33,Massachusetts
2020/2/27,23,20.5,19,Michigan
2020/2/27,24,20.6,15,Minnesota
2020/2/27,51,41.3,33,Mississippi 
2020/2/27,42,33.5,22,Missouri
2020/2/27,49,41.5,36,Montana
2020/2/27,44,33.8,26,Nebraska 
2020/2/27,66,46.9,29,Nevada
2020/2/27,49,40.3,29,New Hampshire
2020/2/27,44,38.6,30,New Jersey
2020/2/27,52,37,24,New Mexico
2020/2/27,45,40.6,32,New York
2020/2/27,49,43,36,North Carolina
2020/2/27,39,26.1,16,North Dakota
2020/2/27,30,26.9,23,Ohio
2020/2/27,61,41,20,Oklahoma
2020/2/27,61,39.2,0,Oregon
2020/2/27,39,32.5,27,Wyoming
2020/2/27,27,22.5,14,Wisconsin
2020/2/27,33,30.2,28,West Virginia
2020/2/27,57,47.1,39,Washington
2020/2/27,50,43,34,Virginia
2020/2/27,42,33.2,25,Vermont
2020/2/27,52,38.9,28,Utah
2020/2/27,63,44.1,26,Texas
2020/2/27,47,39,32,Tennessee
2020/2/27,43,33.1,24,South Dakota
2020/2/27,53,44,37,South Carolina
2020/2/27,51,43.3,31,Rhode Island
2020/2/27,45,37.2,32,Pennsylvania
2020/2/28,62,46.8,30,Alabama
2020/2/28,39,37.7,35,Alaska
2020/2/28,76,64.8,53,Arizona 
2020/2/28,59,48,37, Arkansas
2020/2/28,73,58.3,44,California
2020/2/28,56,42.8,31,Colorado
2020/2/28,40,31.5,25,Connecticut 
2020/2/28,42,36.6,29,Delaware
2020/2/28,62,46.1,30,Florida
2020/2/28,53,42.8,32,Georgia
2020/2/28,79,73.9,70,Hawaii
2020/2/28,62,46.5,32,Idaho
2020/2/28,37,30.9,25,Illinois
2020/2/28,30,26.5,20,Indiana
2020/2/28,36,31.1,23,Iowa
2020/2/28,58,41.1,27,Kansas
2020/2/28,39,32.7,28,Kentucky
2020/2/28,66,50.6,36,Louisiana
2020/2/28,33,28.3,24,Maine
2020/2/28,46,37.9,31,Maryland
2020/2/28,37,33.4,28,Massachusetts
2020/2/28,26,21.4,18,Michigan
2020/2/28,27,21.5,17,Minnesota
2020/2/28,59,46,31,Mississippi 
2020/2/28,47,36.8,27,Missouri
2020/2/28,57,41.1,30,Montana
2020/2/28,55,39.4,28,Nebraska 
2020/2/28,64,48.5,32,Nevada
2020/2/28,36,30.7,27,New Hampshire
2020/2/28,40,34,28,New Jersey
2020/2/28,58,40.6,25,New Mexico
2020/2/28,41,35.5,30,New York
2020/2/28,52,41.5,28,North Carolina
2020/2/28,45,28.9,22,North Dakota
2020/2/28,30,25.4,19,Ohio
2020/2/28,65,46.9,30,Oklahoma
2020/2/28,53,41.4,31,Oregon
2020/2/28,52,39.3,28,Wyoming
2020/2/28,26,19,13,Wisconsin
2020/2/28,40,35.2,30,West Virginia
2020/2/28,49,43.2,38,Washington
2020/2/28,50,40.4,29,Virginia
2020/2/28,30,25.3,23,Vermont
2020/2/28,59,44.6,32,Utah
2020/2/28,73,51.9,32,Texas
2020/2/28,50,41.5,37,Tennessee
2020/2/28,49,36.2,26,South Dakota
2020/2/28,58,44.4,30,South Carolina
2020/2/28,39,32.5,25,Rhode Island
2020/2/28,43,35.3,30,Pennsylvania
2020/2/29,66,50.8,37,Alabama
2020/2/29,36,34.3,32,Alaska
2020/2/29,78,66.1,51,Arizona 
2020/2/29,65,50.6,35, Arkansas
2020/2/29,66,55.4,47,California
2020/2/29,56,43.5,37,Colorado
2020/2/29,35,27.2,21,Connecticut 
2020/2/29,37,31.6,26,Delaware
2020/2/29,66,51,36,Florida
2020/2/29,55,45.4,36,Georgia
2020/2/29,81,73.6,68,Hawaii
2020/2/29,48,42.9,36,Idaho
2020/2/29,41,30.5,19,Illinois
2020/2/29,36,26,17,Indiana
2020/2/29,53,36.3,19,Iowa
2020/2/29,66,47.6,24,Kansas
2020/2/29,38,28.1,18,Kentucky
2020/2/29,72,55.4,38,Louisiana
2020/2/29,30,23.5,14,Maine
2020/2/29,37,31.7,26,Maryland
2020/2/29,34,28.8,22,Massachusetts
2020/2/29,33,24.2,17,Michigan
2020/2/29,38,26.2,16,Minnesota
2020/2/29,70,52.2,34,Mississippi 
2020/2/29,56,40.5,25,Missouri
2020/2/29,43,36.7,31,Montana
2020/2/29,68,46.3,24,Nebraska 
2020/2/29,62,46.9,30,Nevada
2020/2/29,32,26.7,21,New Hampshire
2020/2/29,33,29.5,27,New Jersey
2020/2/29,60,42.2,25,New Mexico
2020/2/29,35,31.2,27,New York
2020/2/29,47,39.3,30,North Carolina
2020/2/29,46,35.4,28,North Dakota
2020/2/29,34,25.3,19,Ohio
2020/2/29,73,54.5,31,Oklahoma
2020/2/29,46,39.4,29,Oregon
2020/2/29,55,42.3,31,Wyoming
2020/2/29,33,23.6,10,Wisconsin
2020/2/29,36,29,21,West Virginia
2020/2/29,48,42.3,36,Washington
2020/2/29,43,37.5,31,Virginia
2020/2/29,21,17.7,14,Vermont
2020/2/29,60,50.3,38,Utah
2020/2/29,74,57.5,37,Texas
2020/2/29,49,39.3,31,Tennessee
2020/2/29,59,38.5,24,South Dakota
2020/2/29,56,44.1,33,South Carolina
2020/2/29,37,29.5,22,Rhode Island
2020/2/29,36,31.2,28,Pennsylvania
2020/3/1,70,54.7,37,Alabama
2020/3/1,41,35.9,34,Alaska
2020/3/1,76,64.3,53,Arizona 
2020/3/1,67,60.6,48, Arkansas
2020/3/1,62,52,47,California
2020/3/1,44,33.4,26,Colorado
2020/3/1,38,27.6,19,Connecticut 
2020/3/1,47,36.3,24,Delaware
2020/3/1,69,50.8,34,Florida
2020/3/1,64,50.5,35,Georgia
2020/3/1,79,74,70,Hawaii
2020/3/1,51,38.7,27,Idaho
2020/3/1,64,51.2,36,Illinois
2020/3/1,61,44.3,26,Indiana
2020/3/1,59,47.7,35,Iowa
2020/3/1,67,56.5,47,Kansas
2020/3/1,62,44.8,25,Kentucky
2020/3/1,71,60.5,44,Louisiana
2020/3/1,30,20.7,13,Maine
2020/3/1,50,36.9,20,Maryland
2020/3/1,32,25.8,19,Massachusetts
2020/3/1,47,35.3,21,Michigan
2020/3/1,49,38.8,32,Minnesota
2020/3/1,70,57.9,43,Mississippi 
2020/3/1,68,55.3,45,Missouri
2020/3/1,43,33.5,29,Montana
2020/3/1,59,45.9,30,Nebraska 
2020/3/1,38,31.1,26,Nevada
