date,Max,Avg,Min,State
2020/2/2,42,37.7,35,Rhode Island
2020/2/2,43,39,35,Pennsylvania
2020/2/3,77,51.8,38,Alabama
2020/2/3,34,28.8,21,Alaska
2020/2/3,65,56.1,44,Arizona 
2020/2/3,67,61,51, Arkansas
2020/2/3,53,42.8,36,California
2020/2/3,30,19.5,12,Colorado
2020/2/3,50,36.7,27,Connecticut 
2020/2/3,63,45.3,32,Delaware
2020/2/3,75,53.7,35,Florida
2020/2/3,76,59.7,43,Georgia
2020/2/3,83,76.2,70,Hawaii
2020/2/3,37,30,25,Idaho
2020/2/3,66,48.1,33,Illinois
2020/2/3,67,52.4,38,Indiana
2020/2/3,36,32.3,29,Iowa
2020/2/3,54,42.3,33,Kansas
2020/2/3,64,55.4,45,Kentucky
2020/2/3,71,59.2,49,Louisiana
2020/2/3,41,34.3,26,Maine
2020/2/3,67,48.5,31,Maryland
2020/2/3,49,42.3,35,Massachusetts
2020/2/3,49,38,27,Michigan
2020/2/3,32,28.7,20,Minnesota
2020/2/3,73,60.7,47,Mississippi 
2020/2/3,71,54.3,40,Missouri
2020/2/3,32,23.1,16,Montana
2020/2/3,35,32,28,Nebraska 
2020/2/3,35,26.8,19,Nevada
2020/2/3,46,36.3,27,New Hampshire
2020/2/3,57,43.3,32,New Jersey
2020/2/3,54,41.8,31,New Mexico
2020/2/3,56,46.4,37,New York
2020/2/3,73,58.3,42,North Carolina
2020/2/3,29,22.5,14,North Dakota
2020/2/3,62,50.4,34,Ohio
2020/2/3,66,52.5,38,Oklahoma
2020/2/3,42,35.3,29,Oregon
2020/2/3,25,15.6,10,Wyoming
2020/2/3,38,32.1,24,Wisconsin
2020/2/3,66,57.4,41,West Virginia
2020/2/3,41,37.3,35,Washington
2020/2/3,71,58.4,48,Virginia
2020/2/3,40,34.6,29,Vermont
2020/2/3,27,23.6,19,Utah
2020/2/3,73,65.2,55,Texas
2020/2/3,71,62.3,51,Tennessee
2020/2/3,30,26.1,21,South Dakota
2020/2/3,78,59.8,42,South Carolina
2020/2/3,48,37.8,30,Rhode Island
2020/2/3,65,49.8,34,Pennsylvania
2020/2/4,74,64.5,53,Alabama
2020/2/4,37,34,32,Alaska
2020/2/4,54,43.5,0,Arizona 
2020/2/4,65,58.7,45, Arkansas
2020/2/4,54,44.2,35,California
2020/2/4,16,10.4,-2,Colorado
2020/2/4,48,38.7,28,Connecticut 
2020/2/4,67,52.6,42,Delaware
2020/2/4,70,56.9,47,Florida
2020/2/4,68,61.4,57,Georgia
2020/2/4,81,74.3,68,Hawaii
2020/2/4,35,28,18,Idaho
2020/2/4,40,34.7,32,Illinois
2020/2/4,60,44.5,33,Indiana
2020/2/4,28,24.3,21,Iowa
2020/2/4,33,31,29,Kansas
2020/2/4,62,52.8,39,Kentucky
2020/2/4,73,69.2,65,Louisiana
2020/2/4,37,31.8,28,Maine
2020/2/4,66,57.3,49,Maryland
2020/2/4,47,42.1,36,Massachusetts
2020/2/4,34,32.1,25,Michigan
2020/2/4,24,16.4,10,Minnesota
2020/2/4,71,65.6,61,Mississippi 
2020/2/4,40,33.7,0,Missouri
2020/2/4,32,22.5,9,Montana
2020/2/4,29,25.3,22,Nebraska 
2020/2/4,38,26.1,14,Nevada
2020/2/4,45,37.2,29,New Hampshire
2020/2/4,62,50.1,40,New Jersey
2020/2/4,36,22.7,7,New Mexico
2020/2/4,58,47.8,40,New York
2020/2/4,68,62.3,58,North Carolina
2020/2/4,26,18.5,13,North Dakota
2020/2/4,56,45.9,33,Ohio
2020/2/4,37,32.5,29,Oklahoma
2020/2/4,41,36,27,Oregon
2020/2/4,13,7.8,-9,Wyoming
2020/2/4,33,26.2,20,Wisconsin
2020/2/4,66,57.3,54,West Virginia
2020/2/4,41,35.9,33,Washington
2020/2/4,71,63.5,57,Virginia
2020/2/4,36,32,26,Vermont
2020/2/4,26,18.5,11,Utah
2020/2/4,77,64.8,47,Texas
2020/2/4,65,60.3,57,Tennessee
2020/2/4,32,22.9,16,South Dakota
2020/2/4,72,62.8,53,South Carolina
2020/2/4,49,39.5,29,Rhode Island
2020/2/4,56,47.9,43,Pennsylvania
2020/2/5,72,66.8,64,Alabama
2020/2/5,40,37.7,35,Alaska
2020/2/5,55,44.8,36,Arizona 
2020/2/5,44,40.3,37, Arkansas
2020/2/5,60,45,32,California
2020/2/5,25,11.6,-5,Colorado
2020/2/5,42,37,32,Connecticut 
2020/2/5,53,43,38,Delaware
2020/2/5,72,63.3,57,Florida
2020/2/5,67,63.6,61,Georgia
2020/2/5,78,72.8,69,Hawaii
2020/2/5,35,31.3,28,Idaho
2020/2/5,32,28.6,26,Illinois
2020/2/5,36,32.3,30,Indiana
2020/2/5,28,22.7,18,Iowa
2020/2/5,29,27,20,Kansas
2020/2/5,38,35.7,33,Kentucky
2020/2/5,75,67.7,57,Louisiana
2020/2/5,34,28.5,21,Maine
2020/2/5,54,42,38,Maryland
2020/2/5,43,39.4,33,Massachusetts
2020/2/5,29,24.4,18,Michigan
2020/2/5,30,20.2,11,Minnesota
2020/2/5,74,65.3,49,Mississippi 
2020/2/5,31,28.5,26,Missouri
2020/2/5,39,33.1,27,Montana
2020/2/5,31,22.4,17,Nebraska 
2020/2/5,54,37.9,24,Nevada
2020/2/5,39,35.9,29,New Hampshire
2020/2/5,51,40.8,35,New Jersey
2020/2/5,27,13.4,-3,New Mexico
2020/2/5,47,40.8,39,New York
2020/2/5,64,62.1,60,North Carolina
2020/2/5,33,23.5,17,North Dakota
2020/2/5,38,33.3,31,Ohio
2020/2/5,30,28,23,Oklahoma
2020/2/5,51,46,41,Oregon
2020/2/5,22,11.3,-3,Wyoming
2020/2/5,26,20.9,15,Wisconsin
2020/2/5,48,39.5,36,West Virginia
2020/2/5,50,47.1,42,Washington
2020/2/5,63,50.2,41,Virginia
2020/2/5,33,25,19,Vermont
2020/2/5,26,22.5,17,Utah
2020/2/5,46,39.7,34,Texas
2020/2/5,59,50.7,47,Tennessee
2020/2/5,33,25.7,19,South Dakota
2020/2/5,72,64.4,59,South Carolina
2020/2/5,43,39.3,35,Rhode Island
2020/2/5,50,40.8,36,Pennsylvania
2020/2/6,77,61.8,46,Alabama
2020/2/6,38,37.3,37,Alaska
2020/2/6,60,48.6,37,Arizona 
2020/2/6,38,35.4,33, Arkansas
2020/2/6,61,48.1,37,California
2020/2/6,37,27.7,17,Colorado
2020/2/6,34,32.4,30,Connecticut 
2020/2/6,45,41,36,Delaware
2020/2/6,76,69.7,58,Florida
2020/2/6,72,63.7,51,Georgia
2020/2/6,73,70.6,67,Hawaii
2020/2/6,46,38.9,32,Idaho
2020/2/6,29,26.9,25,Illinois
2020/2/6,30,27.8,26,Indiana
2020/2/6,32,23.1,12,Iowa
2020/2/6,38,26.3,12,Kansas
2020/2/6,37,34.7,30,Kentucky
2020/2/6,56,48.6,36,Louisiana
2020/2/6,25,22,19,Maine
2020/2/6,43,40.5,37,Maryland
2020/2/6,41,38,34,Massachusetts
2020/2/6,27,24.4,21,Michigan
2020/2/6,31,22.1,12,Minnesota
2020/2/6,48,43,35,Mississippi 
2020/2/6,31,26.2,22,Missouri
2020/2/6,43,35.1,29,Montana
2020/2/6,39,26.6,12,Nebraska 
2020/2/6,62,42.8,29,Nevada
2020/2/6,33,29.9,25,New Hampshire
2020/2/6,43,39.1,34,New Jersey
2020/2/6,39,26.3,10,New Mexico
2020/2/6,40,37.9,35,New York
2020/2/6,70,61.9,60,North Carolina
2020/2/6,27,18.7,4,North Dakota
2020/2/6,35,32.1,29,Ohio
2020/2/6,38,26.5,16,Oklahoma
2020/2/6,57,51.6,48,Oregon
2020/2/6,31,24.9,18,Wyoming
2020/2/6,33,23.3,14,Wisconsin
2020/2/6,60,48.9,37,West Virginia
2020/2/6,51,48.1,46,Washington
2020/2/6,51,45.9,41,Virginia
2020/2/6,27,22.7,20,Vermont
2020/2/6,37,30.9,25,Utah
2020/2/6,55,40.5,32,Texas
2020/2/6,45,39.3,33,Tennessee
2020/2/6,37,28.1,18,South Dakota
2020/2/6,75,65.3,61,South Carolina
2020/2/6,40,37.1,34,Rhode Island
2020/2/6,43,38.9,35,Pennsylvania
2020/2/7,51,42.3,36,Alabama
2020/2/7,37,32.9,30,Alaska
2020/2/7,66,54.1,41,Arizona 
2020/2/7,45,36,27, Arkansas
2020/2/7,63,48.8,37,California
2020/2/7,28,25.3,20,Colorado
2020/2/7,43,34.8,27,Connecticut 
2020/2/7,61,48,34,Delaware
2020/2/7,56,48.5,36,Florida
2020/2/7,49,40,34,Georgia
2020/2/7,77,69.2,63,Hawaii
2020/2/7,55,47.9,43,Idaho
2020/2/7,33,28.9,22,Illinois
2020/2/7,34,28.4,24,Indiana
2020/2/7,26,23.3,20,Iowa
2020/2/7,40,32.6,25,Kansas
2020/2/7,30,27.4,24,Kentucky
2020/2/7,62,49.4,33,Louisiana
2020/2/7,28,25.5,19,Maine
2020/2/7,60,48,34,Maryland
2020/2/7,56,39.8,30,Massachusetts
2020/2/7,31,25.9,21,Michigan
2020/2/7,29,23.8,14,Minnesota
2020/2/7,53,41.1,30,Mississippi 
2020/2/7,34,28.2,19,Missouri
2020/2/7,39,35,30,Montana
2020/2/7,34,27.7,16,Nebraska 
2020/2/7,63,42.5,24,Nevada
2020/2/7,36,31.5,24,New Hampshire
2020/2/7,59,42.8,32,New Jersey
2020/2/7,54,40.4,28,New Mexico
2020/2/7,57,39.9,33,New York
2020/2/7,60,51.7,36,North Carolina
2020/2/7,18,7.8,-2,North Dakota
2020/2/7,32,28.2,25,Ohio
2020/2/7,49,38,25,Oklahoma
2020/2/7,52,48.1,43,Oregon
2020/2/7,30,25.3,21,Wyoming
2020/2/7,34,24.9,13,Wisconsin
2020/2/7,36,31,30,West Virginia
2020/2/7,52,47.7,44,Washington
2020/2/7,61,51.9,36,Virginia
2020/2/7,27,23.3,17,Vermont
2020/2/7,44,38.9,36,Utah
2020/2/7,75,53,31,Texas
2020/2/7,36,32.5,30,Tennessee
2020/2/7,19,14.6,8,South Dakota
2020/2/7,63,51.6,39,South Carolina
2020/2/7,57,39.9,30,Rhode Island
2020/2/7,44,40.7,33,Pennsylvania
2020/2/8,61,45.7,35,Alabama
2020/2/8,37,34.8,34,Alaska
2020/2/8,71,57.5,45,Arizona 
2020/2/8,57,43.5,30, Arkansas
2020/2/8,64,48.1,36,California
2020/2/8,45,29.9,14,Colorado
2020/2/8,36,28.2,23,Connecticut 
2020/2/8,45,36.2,29,Delaware
2020/2/8,64,47.8,32,Florida
2020/2/8,45,38.3,31,Georgia
2020/2/8,78,69.8,62,Hawaii
2020/2/8,46,39.8,32,Idaho
2020/2/8,30,27.8,23,Illinois
2020/2/8,33,30.5,27,Indiana
2020/2/8,29,20.9,13,Iowa
2020/2/8,46,31.7,17,Kansas
2020/2/8,37,31,26,Kentucky
2020/2/8,68,57.6,50,Louisiana
2020/2/8,21,14.6,6,Maine
2020/2/8,44,36.8,29,Maryland
2020/2/8,37,29.9,25,Massachusetts
2020/2/8,26,23.1,18,Michigan
2020/2/8,20,8.1,-3,Minnesota
2020/2/8,61,49.9,38,Mississippi 
2020/2/8,35,29,23,Missouri
2020/2/8,39,30.9,23,Montana
2020/2/8,42,29.2,14,Nebraska 
2020/2/8,62,45.6,32,Nevada
2020/2/8,27,22.1,15,New Hampshire
2020/2/8,40,33.6,28,New Jersey
2020/2/8,56,42.2,28,New Mexico
2020/2/8,40,35,30,New York
2020/2/8,43,36.7,27,North Carolina
2020/2/8,33,25,18,North Dakota
2020/2/8,33,30.1,24,Ohio
2020/2/8,58,45.1,30,Oklahoma
2020/2/8,48,42.4,35,Oregon
2020/2/8,46,31.2,23,Wyoming
2020/2/8,30,23.4,18,Wisconsin
2020/2/8,37,32.6,28,West Virginia
2020/2/8,48,44.6,41,Washington
2020/2/8,45,37.7,31,Virginia
2020/2/8,15,8.4,-4,Vermont
2020/2/8,51,38.3,30,Utah
2020/2/8,69,55.5,37,Texas
2020/2/8,52,39.7,30,Tennessee
2020/2/8,35,27.3,16,South Dakota
2020/2/8,47,38.3,29,South Carolina
2020/2/8,38,30.4,26,Rhode Island
2020/2/8,41,35.5,31,Pennsylvania
2020/2/9,69,50.3,41,Alabama
2020/2/9,40,37.4,34,Alaska
2020/2/9,74,61.1,47,Arizona 
2020/2/9,67,55.6,42, Arkansas
2020/2/9,61,51.6,45,California
2020/2/9,31,24.9,11,Colorado
2020/2/9,34,27.1,19,Connecticut 
2020/2/9,48,38.8,28,Delaware
2020/2/9,73,56.3,39,Florida
2020/2/9,56,40.9,34,Georgia
2020/2/9,79,70.3,65,Hawaii
2020/2/9,45,35.4,27,Idaho
2020/2/9,39,35.7,26,Illinois
2020/2/9,39,31.7,23,Indiana
2020/2/9,41,31.1,20,Iowa
2020/2/9,53,41.2,28,Kansas
2020/2/9,49,36.8,22,Kentucky
2020/2/9,73,63,52,Louisiana
2020/2/9,23,14.3,-1,Maine
2020/2/9,49,39.3,25,Maryland
2020/2/9,38,29.9,20,Massachusetts
2020/2/9,34,28.4,21,Michigan
2020/2/9,27,18.5,10,Minnesota
2020/2/9,73,60.3,49,Mississippi 
2020/2/9,49,42.5,35,Missouri
2020/2/9,37,26.7,10,Montana
2020/2/9,38,33,24,Nebraska 
2020/2/9,44,36,29,Nevada
2020/2/9,30,22.7,10,New Hampshire
2020/2/9,46,36.8,27,New Jersey
2020/2/9,53,41.5,27,New Mexico
2020/2/9,42,36.1,31,New York
2020/2/9,54,42.4,31,North Carolina
2020/2/9,34,27,21,North Dakota
2020/2/9,41,32.8,28,Ohio
2020/2/9,69,54.9,37,Oklahoma
2020/2/9,46,37.2,32,Oregon
2020/2/9,26,21,15,Wyoming
2020/2/9,32,26.6,18,Wisconsin
2020/2/9,53,40.5,32,West Virginia
2020/2/9,48,41.9,36,Washington
2020/2/9,51,39.5,28,Virginia
2020/2/9,28,9.6,-9,Vermont
2020/2/9,40,32.6,26,Utah
2020/2/9,74,68.9,61,Texas
2020/2/9,64,48.5,30,Tennessee
2020/2/9,31,24.5,19,South Dakota
2020/2/9,54,39.9,32,South Carolina
2020/2/9,42,32,20,Rhode Island
2020/2/9,44,37.3,27,Pennsylvania
2020/2/10,71,60.6,49,Alabama
2020/2/10,40,37.5,35,Alaska
2020/2/10,71,59.8,51,Arizona 
2020/2/10,59,53.2,44, Arkansas
2020/2/10,71,56.3,43,California
2020/2/10,29,18.6,8,Colorado
2020/2/10,45,39.1,30,Connecticut 
2020/2/10,46,44.7,42,Delaware
2020/2/10,74,63.4,52,Florida
2020/2/10,54,47.6,39,Georgia
2020/2/10,74,67.2,62,Hawaii
2020/2/10,47,35.3,25,Idaho
2020/2/10,36,31.4,29,Illinois
2020/2/10,42,37,33,Indiana
2020/2/10,36,25,15,Iowa
2020/2/10,44,33.6,20,Kansas
2020/2/10,50,47,41,Kentucky
2020/2/10,76,72.3,67,Louisiana
2020/2/10,36,29.1,20,Maine
2020/2/10,49,46.3,42,Maryland
2020/2/10,47,44.4,39,Massachusetts
2020/2/10,34,30.4,27,Michigan
2020/2/10,30,15.1,7,Minnesota
2020/2/10,74,65.2,61,Mississippi 
2020/2/10,37,32,29,Missouri
2020/2/10,34,27.3,17,Montana
2020/2/10,45,29,19,Nebraska 
2020/2/10,50,35.1,20,Nevada
2020/2/10,42,35.8,28,New Hampshire
2020/2/10,45,42.7,40,New Jersey
2020/2/10,48,36.4,31,New Mexico
2020/2/10,46,44.1,42,New York
2020/2/10,64,52.6,37,North Carolina
2020/2/10,29,25.6,22,North Dakota
2020/2/10,46,41.7,38,Ohio
2020/2/10,37,34.8,31,Oklahoma
2020/2/10,46,36.2,30,Oregon
2020/2/10,27,21.4,14,Wyoming
2020/2/10,30,18.4,5,Wisconsin
2020/2/10,56,49.3,47,West Virginia
2020/2/10,48,41.8,38,Washington
2020/2/10,56,48.4,38,Virginia
2020/2/10,37,33.2,28,Vermont
2020/2/10,36,29.2,23,Utah
2020/2/10,72,59.6,48,Texas
2020/2/10,57,54.1,49,Tennessee
2020/2/10,36,26.1,14,South Dakota
2020/2/10,70,53.3,34,South Carolina
2020/2/10,47,43.8,40,Rhode Island
2020/2/10,45,43.3,40,Pennsylvania
2020/2/11,81,68.5,62,Alabama
2020/2/11,38,34.4,30,Alaska
2020/2/11,60,52.7,48,Arizona 
2020/2/11,45,42.1,39, Arkansas
2020/2/11,73,57.5,46,California
2020/2/11,31,18.4,5,Colorado
2020/2/11,40,38.3,37,Connecticut 
2020/2/11,53,48.2,46,Delaware
2020/2/11,79,66.5,0,Florida
2020/2/11,70,63.7,54,Georgia
2020/2/11,80,71.6,66,Hawaii
2020/2/11,49,34.8,26,Idaho
2020/2/11,41,33.7,29,Illinois
2020/2/11,38,34.2,31,Indiana
2020/2/11,35,28.7,22,Iowa
2020/2/11,43,34.5,27,Kansas
2020/2/11,41,37.7,34,Kentucky
2020/2/11,79,71,63,Louisiana
2020/2/11,33,29.3,24,Maine
2020/2/11,55,50.6,47,Maryland
2020/2/11,45,41.7,40,Massachusetts
2020/2/11,33,27.4,21,Michigan
2020/2/11,30,24.8,21,Minnesota
2020/2/11,70,53.3,48,Mississippi 
2020/2/11,42,36,32,Missouri
2020/2/11,38,32.6,21,Montana
2020/2/11,44,32.7,24,Nebraska 
2020/2/11,53,37.6,23,Nevada
2020/2/11,37,32.6,29,New Hampshire
2020/2/11,50,45.2,43,New Jersey
2020/2/11,32,26.8,23,New Mexico
2020/2/11,47,43.7,42,New York
2020/2/11,71,65.7,61,North Carolina
2020/2/11,36,27.4,14,North Dakota
2020/2/11,39,36,33,Ohio
2020/2/11,44,38.9,35,Oklahoma
2020/2/11,47,36.1,30,Oregon
2020/2/11,31,20.3,2,Wyoming
2020/2/11,30,23.4,17,Wisconsin
2020/2/11,50,44,39,West Virginia
2020/2/11,48,42.4,35,Washington
2020/2/11,61,57.6,52,Virginia
2020/2/11,35,30.7,24,Vermont
2020/2/11,38,29.5,22,Utah
2020/2/11,48,45.6,44,Texas
2020/2/11,48,44.5,41,Tennessee
2020/2/11,42,28.9,16,South Dakota
2020/2/11,77,69.7,63,South Carolina
2020/2/11,45,41.8,40,Rhode Island
2020/2/11,49,44.5,41,Pennsylvania
2020/2/12,81,67.7,61,Alabama
2020/2/12,38,35.5,33,Alaska
2020/2/12,63,53.5,44,Arizona 
2020/2/12,45,41.2,38, Arkansas
2020/2/12,65,52.1,39,California
2020/2/12,33,25.2,19,Colorado
2020/2/12,44,39.3,34,Connecticut 
2020/2/12,47,40.8,34,Delaware
2020/2/12,73,67.9,65,Florida
2020/2/12,72,61.4,52,Georgia
2020/2/12,82,73.3,65,Hawaii
2020/2/12,49,36.7,29,Idaho
2020/2/12,36,31.9,28,Illinois
2020/2/12,37,32.7,29,Indiana
2020/2/12,35,25.3,2,Iowa
2020/2/12,35,31.5,18,Kansas
2020/2/12,38,35.6,30,Kentucky
2020/2/12,79,69.3,62,Louisiana
2020/2/12,37,32.7,30,Maine
2020/2/12,49,43.4,39,Maryland
2020/2/12,45,41.2,38,Massachusetts
2020/2/12,32,26.4,21,Michigan
2020/2/12,35,23.3,0,Minnesota
2020/2/12,77,61.3,50,Mississippi 
2020/2/12,34,32.9,31,Missouri
2020/2/12,33,27.5,23,Montana
2020/2/12,40,25.9,3,Nebraska 
2020/2/12,56,40.1,26,Nevada
2020/2/12,42,37.5,33,New Hampshire
2020/2/12,44,40.5,36,New Jersey
2020/2/12,37,27.1,20,New Mexico
2020/2/12,45,41.3,37,New York
2020/2/12,61,54.1,51,North Carolina
2020/2/12,31,9.2,-6,North Dakota
2020/2/12,37,32.5,26,Ohio
2020/2/12,40,38,36,Oklahoma
2020/2/12,49,36.6,30,Oregon
2020/2/12,29,21.6,13,Wyoming
2020/2/12,35,28.9,16,Wisconsin
2020/2/12,44,38.2,34,West Virginia
2020/2/12,48,45.4,42,Washington
2020/2/12,51,47.1,44,Virginia
2020/2/12,37,33.8,31,Vermont
2020/2/12,42,36,32,Utah
2020/2/12,58,47.6,41,Texas
2020/2/12,58,47.1,40,Tennessee
2020/2/12,34,12.1,-11,South Dakota
2020/2/12,77,65.8,59,South Carolina
2020/2/12,44,39.5,36,Rhode Island
2020/2/12,45,40.7,36,Pennsylvania
2020/2/13,75,59.4,47,Alabama
2020/2/13,37,34.4,33,Alaska
2020/2/13,67,55.5,44,Arizona 
2020/2/13,46,40.1,28, Arkansas
2020/2/13,63,49.7,38,California
2020/2/13,25,17.1,9,Colorado
2020/2/13,39,35,33,Connecticut 
2020/2/13,50,43.7,37,Delaware
2020/2/13,81,69.8,58,Florida
2020/2/13,70,59.8,42,Georgia
2020/2/13,86,79,72,Hawaii
2020/2/13,52,40,29,Idaho
2020/2/13,32,13.2,1,Illinois
2020/2/13,33,27.5,11,Indiana
2020/2/13,4,-2.8,-10,Iowa
2020/2/13,14,7.2,0,Kansas
2020/2/13,37,34.6,23,Kentucky
2020/2/13,62,54,43,Louisiana
2020/2/13,34,31.6,30,Maine
2020/2/13,57,47.1,40,Maryland
2020/2/13,41,38.4,35,Massachusetts
2020/2/13,29,22,5,Michigan
2020/2/13,1,-5.2,-10,Minnesota
2020/2/13,57,49.2,42,Mississippi 
2020/2/13,34,15.1,3,Missouri
2020/2/13,41,28.4,18,Montana
2020/2/13,16,6.3,-1,Nebraska 
2020/2/13,61,41.3,24,Nevada
2020/2/13,37,34.4,33,New Hampshire
2020/2/13,45,38.7,35,New Jersey
2020/2/13,44,30.4,18,New Mexico
2020/2/13,43,39.3,36,New York
2020/2/13,69,59.9,50,North Carolina
2020/2/13,6,-3.4,-11,North Dakota
2020/2/13,35,32.2,24,Ohio
2020/2/13,36,27.5,20,Oklahoma
2020/2/13,44,37.5,31,Oregon
2020/2/13,22,15.2,12,Wyoming
2020/2/13,24,10.2,-4,Wisconsin
2020/2/13,58,42.7,34,West Virginia
2020/2/13,47,42.9,38,Washington
2020/2/13,62,51.3,43,Virginia
2020/2/13,35,28.9,10,Vermont
2020/2/13,47,37,29,Utah
2020/2/13,53,45.1,35,Texas
2020/2/13,51,41.9,27,Tennessee
2020/2/13,8,-2.7,-15,South Dakota
2020/2/13,76,65.4,54,South Carolina
2020/2/13,40,37.8,35,Rhode Island
2020/2/13,47,42.7,39,Pennsylvania
2020/2/14,59,47.2,39,Alabama
2020/2/14,33,30.5,29,Alaska
2020/2/14,71,59.1,48,Arizona 
2020/2/14,38,29.4,22, Arkansas
2020/2/14,64,50,36,California
2020/2/14,52,27.6,7,Colorado
2020/2/14,33,23.5,12,Connecticut 
2020/2/14,38,31.9,21,Delaware
2020/2/14,64,53.3,41,Florida
2020/2/14,52,42.3,35,Georgia
2020/2/14,83,78.2,74,Hawaii
2020/2/14,47,40,31,Idaho
2020/2/14,17,6,-4,Illinois
2020/2/14,19,11,2,Indiana
2020/2/14,20,9,-4,Iowa
2020/2/14,26,13.2,-2,Kansas
2020/2/14,25,18.9,15,Kentucky
2020/2/14,60,47.1,38,Louisiana
2020/2/14,27,9.9,-2,Maine
2020/2/14,41,34.4,24,Maryland
2020/2/14,40,26.9,15,Massachusetts
2020/2/14,19,10.5,0,Michigan
2020/2/14,15,4.5,-11,Minnesota
2020/2/14,51,40.8,33,Mississippi 
2020/2/14,27,14.3,1,Missouri
2020/2/14,41,32.9,27,Montana
2020/2/14,30,19.1,2,Nebraska 
2020/2/14,62,43.1,28,Nevada
2020/2/14,34,18.5,8,New Hampshire
2020/2/14,38,28.7,16,New Jersey
2020/2/14,49,35.3,24,New Mexico
2020/2/14,40,30.1,19,New York
2020/2/14,52,44.3,34,North Carolina
2020/2/14,35,18.5,0,North Dakota
2020/2/14,23,19.3,16,Ohio
2020/2/14,46,32,20,Oklahoma
2020/2/14,49,43.2,37,Oregon
2020/2/14,48,35.5,17,Wyoming
2020/2/14,11,0.8,-10,Wisconsin
2020/2/14,34,25.9,18,West Virginia
2020/2/14,48,44.3,42,Washington
2020/2/14,46,39,28,Virginia
2020/2/14,11,3.6,-6,Vermont
2020/2/14,56,40.8,33,Utah
2020/2/14,58,42.5,30,Texas
2020/2/14,34,26.1,20,Tennessee
2020/2/14,43,33.6,5,South Dakota
2020/2/14,59,50.9,41,South Carolina
2020/2/14,36,27,14,Rhode Island
2020/2/14,40,30.3,20,Pennsylvania
2020/2/15,60,42.5,31,Alabama
2020/2/15,34,31.3,30,Alaska
2020/2/15,71,59,47,Arizona 
2020/2/15,58,42.3,25, Arkansas
2020/2/15,64,51.8,39,California
2020/2/15,36,28.2,18,Colorado
2020/2/15,28,18,8,Connecticut 
2020/2/15,32,24.7,15,Delaware
2020/2/15,68,53.5,41,Florida
2020/2/15,55,43.5,33,Georgia
2020/2/15,83,76.9,72,Hawaii
2020/2/15,45,38.6,33,Idaho
2020/2/15,38,29.7,19,Illinois
2020/2/15,43,29.2,13,Indiana
2020/2/15,42,30.5,17,Iowa
2020/2/15,47,35.5,26,Kansas
2020/2/15,45,30,14,Kentucky
2020/2/15,67,53.1,37,Louisiana
2020/2/15,19,7.5,-9,Maine
2020/2/15,34,27.5,19,Maryland
2020/2/15,31,22,12,Massachusetts
2020/2/15,31,21.6,5,Michigan
2020/2/15,36,27.2,15,Minnesota
2020/2/15,65,49.5,32,Mississippi 
2020/2/15,40,33.2,24,Missouri
2020/2/15,40,36.1,33,Montana
2020/2/15,51,34,19,Nebraska 
2020/2/15,62,46.1,30,Nevada
2020/2/15,27,16.1,-2,New Hampshire
2020/2/15,31,21.4,11,New Jersey
2020/2/15,53,39,25,New Mexico
2020/2/15,30,23.3,15,New York
2020/2/15,44,35,27,North Carolina
2020/2/15,33,26.8,19,North Dakota
2020/2/15,36,26,13,Ohio
2020/2/15,57,46.2,36,Oklahoma
2020/2/15,46,43.8,42,Oregon
2020/2/15,36,27.3,20,Wyoming
2020/2/15,33,24.1,7,Wisconsin
2020/2/15,44,29.3,15,West Virginia
2020/2/15,46,43.9,42,Washington
2020/2/15,38,30.3,21,Virginia
2020/2/15,24,9.8,-9,Vermont
2020/2/15,44,36.5,28,Utah
2020/2/15,65,50.1,31,Texas
2020/2/15,53,38.1,18,Tennessee
2020/2/15,43,34,26,South Dakota
2020/2/15,54,44,35,South Carolina
2020/2/15,27,18.9,10,Rhode Island
2020/2/15,34,25.5,15,Pennsylvania
2020/2/16,56,53.2,48,Alabama
2020/2/16,32,28.7,28,Alaska
2020/2/16,74,60.6,48,Arizona 
2020/2/16,59,52,46, Arkansas
2020/2/16,65,55.2,48,California
2020/2/16,45,34,24,Colorado
2020/2/16,44,34.3,23,Connecticut 
2020/2/16,49,37.8,29,Delaware
2020/2/16,57,55,51,Florida
2020/2/16,47,45,42,Georgia
2020/2/16,82,76.4,73,Hawaii
2020/2/16,45,38.5,30,Idaho
2020/2/16,43,26.7,17,Illinois
2020/2/16,47,38.9,32,Indiana
2020/2/16,46,35.2,24,Iowa
2020/2/16,53,32.5,22,Kansas
2020/2/16,49,42.2,34,Kentucky
2020/2/16,61,57.5,55,Louisiana
2020/2/16,37,26.1,19,Maine
2020/2/16,53,39.9,30,Maryland
2020/2/16,46,38.7,30,Massachusetts
2020/2/16,38,31.8,22,Michigan
2020/2/16,24,20.4,15,Minnesota
2020/2/16,61,54,48,Mississippi 
2020/2/16,51,39.1,26,Missouri
2020/2/16,43,33.6,26,Montana
2020/2/16,55,42.3,30,Nebraska 
2020/2/16,59,51.7,42,Nevada
2020/2/16,41,33,23,New Hampshire
2020/2/16,46,35.5,25,New Jersey
2020/2/16,57,42.6,29,New Mexico
2020/2/16,43,37.1,30,New York
2020/2/16,54,43.9,31,North Carolina
2020/2/16,25,20.4,16,North Dakota
2020/2/16,44,36.8,28,Ohio
2020/2/16,58,45.6,35,Oklahoma
2020/2/16,49,42.7,38,Oregon
